,county,original_tweet,tweets_list,tweet_str,tweet_slice,tweet_text
13,Orange County CA,['[manager in a meeting with a mask around chin] yeah feel free to eat at your desk or whatever also everyone is back in the office next week'],"[""@scorpiobaee818 Can't wait till were allowed to live mask free again , hate not being able to see faces lol I feel like I be getting catfished lol""
 ""RT @wellbeingwr1: From behind the Mask is a Community Quilt project that connects our community in a time when we can't physically gather.…""
 '[manager in a meeting with a mask around chin] yeah feel free to eat at your desk or whatever also everyone is back in the office next week'
 'Late lunch....free Jameson shot and mask because I’m alone. 🤪 #HappyStPatricksDay🍀 https://t.co/745fYZOL3W'
 'as free as a ppe mask in the wind https://t.co/HHZVKuZMQt']",['[manager in a meeting with a mask around chin] yeah feel free to eat at your desk or whatever also everyone is back in the office next week'],eah feel free to eat at your desk or whatever also everyone is back in the office next week'],'manager in a meeting with a mask around chin] yeah feel free to eat at your desk or whatever also everyone is back in the office next week']
13,Orange County CA,['Late lunch....free Jameson shot and mask because I’m alone. 🤪 #HappyStPatricksDay🍀 https://t.co/745fYZOL3W'],"[""@scorpiobaee818 Can't wait till were allowed to live mask free again , hate not being able to see faces lol I feel like I be getting catfished lol""
 ""RT @wellbeingwr1: From behind the Mask is a Community Quilt project that connects our community in a time when we can't physically gather.…""
 '[manager in a meeting with a mask around chin] yeah feel free to eat at your desk or whatever also everyone is back in the office next week'
 'Late lunch....free Jameson shot and mask because I’m alone. 🤪 #HappyStPatricksDay🍀 https://t.co/745fYZOL3W'
 'as free as a ppe mask in the wind https://t.co/HHZVKuZMQt']",['Late lunch....free Jameson shot and mask because I’m alone. 🤪 #HappyStPatricksDay🍀 https://t.co/745fYZOL3W'], I’m alone. 🤪 #HappyStPatricksDay🍀 https://t.co/745fYZOL3W'],'late lunchfree jameson shot and mask because im alone  #happystpatricksday 
13,Orange County CA,['as free as a ppe mask in the wind https://t.co/HHZVKuZMQt'],"[""@scorpiobaee818 Can't wait till were allowed to live mask free again , hate not being able to see faces lol I feel like I be getting catfished lol""
 ""RT @wellbeingwr1: From behind the Mask is a Community Quilt project that connects our community in a time when we can't physically gather.…""
 '[manager in a meeting with a mask around chin] yeah feel free to eat at your desk or whatever also everyone is back in the office next week'
 'Late lunch....free Jameson shot and mask because I’m alone. 🤪 #HappyStPatricksDay🍀 https://t.co/745fYZOL3W'
 'as free as a ppe mask in the wind https://t.co/HHZVKuZMQt']",['as free as a ppe mask in the wind https://t.co/HHZVKuZMQt'],HZVKuZMQt'],'as free as a ppe mask in the wind 
14,Pinellas County FL,['RT @VisitTampaBay: The year is flying by! Pick up a @VisitTampaBay calendar and stay safe with our Icon Mask. A great way to show your love…'],"['RT @VisitTampaBay: The year is flying by! Pick up a @VisitTampaBay calendar and stay safe with our Icon Mask. A great way to show your love…'
 'RT @VisitTampaBay: The year is flying by! Pick up a @VisitTampaBay calendar and stay safe with our Icon Mask. A great way to show your love…'
 'RT @VisitTampaBay: The year is flying by! Pick up a @VisitTampaBay calendar and stay safe with our Icon Mask. A great way to show your love…'
 ""RT @PTNewsnetwork: The woman whose arrest was captured on Galveston police officer's body cam after repeatedly refusing to wear a mask or l…""
 'We are having a St. Patrick’s Day sale! We have a lot of fan favorite face mask designs for preorder and they are all $9.99!  Shipping is expected to be early April. Also when you buy two preorders, you get free shipping.\n\nhttps://t.co/Ml1K02JYNU https://t.co/4QLXHgM20i']",['RT @VisitTampaBay: The year is flying by! Pick up a @VisitTampaBay calendar and stay safe with our Icon Mask. A great way to show your love…'],p a @VisitTampaBay calendar and stay safe with our Icon Mask. A great way to show your love…'],'rt visittampabay: the year is flying by pick up a visittampabay calendar and stay safe with our icon mask a great way to show your love']
14,Pinellas County FL,"[""RT @PTNewsnetwork: The woman whose arrest was captured on Galveston police officer's body cam after repeatedly refusing to wear a mask or l…""]","['RT @VisitTampaBay: The year is flying by! Pick up a @VisitTampaBay calendar and stay safe with our Icon Mask. A great way to show your love…'
 'RT @VisitTampaBay: The year is flying by! Pick up a @VisitTampaBay calendar and stay safe with our Icon Mask. A great way to show your love…'
 'RT @VisitTampaBay: The year is flying by! Pick up a @VisitTampaBay calendar and stay safe with our Icon Mask. A great way to show your love…'
 ""RT @PTNewsnetwork: The woman whose arrest was captured on Galveston police officer's body cam after repeatedly refusing to wear a mask or l…""
 'We are having a St. Patrick’s Day sale! We have a lot of fan favorite face mask designs for preorder and they are all $9.99!  Shipping is expected to be early April. Also when you buy two preorders, you get free shipping.\n\nhttps://t.co/Ml1K02JYNU https://t.co/4QLXHgM20i']","[""RT @PTNewsnetwork: The woman whose arrest was captured on Galveston police officer's body cam after repeatedly refusing to wear a mask or l…""]","ptured on Galveston police officer's body cam after repeatedly refusing to wear a mask or l…""]",rt ptnewsnetwork: the woman whose arrest was captured on galveston police officer's body cam after repeatedly refusing to wear a mask or l]
14,Pinellas County FL,"['We are having a St. Patrick’s Day sale! We have a lot of fan favorite face mask designs for preorder and they are all $9.99!  Shipping is expected to be early April. Also when you buy two preorders, you get free shipping.\n\nhttps://t.co/Ml1K02JYNU https://t.co/4QLXHgM20i']","['RT @VisitTampaBay: The year is flying by! Pick up a @VisitTampaBay calendar and stay safe with our Icon Mask. A great way to show your love…'
 'RT @VisitTampaBay: The year is flying by! Pick up a @VisitTampaBay calendar and stay safe with our Icon Mask. A great way to show your love…'
 'RT @VisitTampaBay: The year is flying by! Pick up a @VisitTampaBay calendar and stay safe with our Icon Mask. A great way to show your love…'
 ""RT @PTNewsnetwork: The woman whose arrest was captured on Galveston police officer's body cam after repeatedly refusing to wear a mask or l…""
 'We are having a St. Patrick’s Day sale! We have a lot of fan favorite face mask designs for preorder and they are all $9.99!  Shipping is expected to be early April. Also when you buy two preorders, you get free shipping.\n\nhttps://t.co/Ml1K02JYNU https://t.co/4QLXHgM20i']","['We are having a St. Patrick’s Day sale! We have a lot of fan favorite face mask designs for preorder and they are all $9.99!  Shipping is expected to be early April. Also when you buy two preorders, you get free shipping.\n\nhttps://t.co/Ml1K02JYNU https://t.co/4QLXHgM20i']","a lot of fan favorite face mask designs for preorder and they are all $9.99!  Shipping is expected to be early April. Also when you buy two preorders, you get free shipping.\n\nhttps://t.co/Ml1K02JYNU https://t.co/4QLXHgM20i']",'we are having a st patricks day sale we have a lot of fan favorite face mask designs for preorder and they are all   shipping is expected to be early april also when you buy two preorders you get free shipping\n\n 
15,Ramsey County MN,['RT @heyjenbartel: Please please watch this documentary series on the history of Asian Americans—understanding history is the only way we ca…'],"['RT @heyjenbartel: Please please watch this documentary series on the history of Asian Americans—understanding history is the only way we ca…'
 '@_omgigi_ https://t.co/uvdIf11sYQ\n\nI’ve tried a few different masks and like these the most so far. They had really great customer service too. I ordered the wrong size first and they sent me a whole new set in a different size for free.'
 '@zombie_jacki It isn’t interfering with daily life or anything! I think because it’s an ear piercing, the masks just aggravate it. Because when I’m mask free, things are fine!!'
 ""@faith_genX Doesn't it feel great!  I felt more free instantly.  Still wearing a mask of course but I can see the end now!""
 '@SenSanders @johncusack @RBReich In order to build an economy, we need to have an agora, a real flesh and blood, mask free agora. As it is, money is going through the big corporations and not going to build a middle class that could stand against the very very rich.']",['RT @heyjenbartel: Please please watch this documentary series on the history of Asian Americans—understanding history is the only way we ca…'],entary series on the history of Asian Americans—understanding history is the only way we ca…'],'rt heyjenbartel: please please watch this documentary series on the history of asian americansunderstanding history is the only way we ca']
15,Ramsey County MN,['@_omgigi_ https://t.co/uvdIf11sYQ\n\nI’ve tried a few different masks and like these the most so far. They had really great customer service too. I ordered the wrong size first and they sent me a whole new set in a different size for free.'],"['RT @heyjenbartel: Please please watch this documentary series on the history of Asian Americans—understanding history is the only way we ca…'
 '@_omgigi_ https://t.co/uvdIf11sYQ\n\nI’ve tried a few different masks and like these the most so far. They had really great customer service too. I ordered the wrong size first and they sent me a whole new set in a different size for free.'
 '@zombie_jacki It isn’t interfering with daily life or anything! I think because it’s an ear piercing, the masks just aggravate it. Because when I’m mask free, things are fine!!'
 ""@faith_genX Doesn't it feel great!  I felt more free instantly.  Still wearing a mask of course but I can see the end now!""
 '@SenSanders @johncusack @RBReich In order to build an economy, we need to have an agora, a real flesh and blood, mask free agora. As it is, money is going through the big corporations and not going to build a middle class that could stand against the very very rich.']",['@_omgigi_ https://t.co/uvdIf11sYQ\n\nI’ve tried a few different masks and like these the most so far. They had really great customer service too. I ordered the wrong size first and they sent me a whole new set in a different size for free.'],a few different masks and like these the most so far. They had really great customer service too. I ordered the wrong size first and they sent me a whole new set in a different size for free.'],'omgigi  tried a few different masks and like these the most so far they had really great customer service too i ordered the wrong size first and they sent me a whole new set in a different size for free']
15,Ramsey County MN,"['@zombie_jacki It isn’t interfering with daily life or anything! I think because it’s an ear piercing, the masks just aggravate it. Because when I’m mask free, things are fine!!']","['RT @heyjenbartel: Please please watch this documentary series on the history of Asian Americans—understanding history is the only way we ca…'
 '@_omgigi_ https://t.co/uvdIf11sYQ\n\nI’ve tried a few different masks and like these the most so far. They had really great customer service too. I ordered the wrong size first and they sent me a whole new set in a different size for free.'
 '@zombie_jacki It isn’t interfering with daily life or anything! I think because it’s an ear piercing, the masks just aggravate it. Because when I’m mask free, things are fine!!'
 ""@faith_genX Doesn't it feel great!  I felt more free instantly.  Still wearing a mask of course but I can see the end now!""
 '@SenSanders @johncusack @RBReich In order to build an economy, we need to have an agora, a real flesh and blood, mask free agora. As it is, money is going through the big corporations and not going to build a middle class that could stand against the very very rich.']","['@zombie_jacki It isn’t interfering with daily life or anything! I think because it’s an ear piercing, the masks just aggravate it. Because when I’m mask free, things are fine!!']","fe or anything! I think because it’s an ear piercing, the masks just aggravate it. Because when I’m mask free, things are fine!!']",'zombiejacki it isnt interfering with daily life or anything i think because its an ear piercing the masks just aggravate it because when im mask free things are fine']
15,Ramsey County MN,"[""@faith_genX Doesn't it feel great!  I felt more free instantly.  Still wearing a mask of course but I can see the end now!""]","['RT @heyjenbartel: Please please watch this documentary series on the history of Asian Americans—understanding history is the only way we ca…'
 '@_omgigi_ https://t.co/uvdIf11sYQ\n\nI’ve tried a few different masks and like these the most so far. They had really great customer service too. I ordered the wrong size first and they sent me a whole new set in a different size for free.'
 '@zombie_jacki It isn’t interfering with daily life or anything! I think because it’s an ear piercing, the masks just aggravate it. Because when I’m mask free, things are fine!!'
 ""@faith_genX Doesn't it feel great!  I felt more free instantly.  Still wearing a mask of course but I can see the end now!""
 '@SenSanders @johncusack @RBReich In order to build an economy, we need to have an agora, a real flesh and blood, mask free agora. As it is, money is going through the big corporations and not going to build a middle class that could stand against the very very rich.']","[""@faith_genX Doesn't it feel great!  I felt more free instantly.  Still wearing a mask of course but I can see the end now!""]","free instantly.  Still wearing a mask of course but I can see the end now!""]",faithgenx doesn't it feel great  i felt more free instantly  still wearing a mask of course but i can see the end now]
15,Ramsey County MN,"['@SenSanders @johncusack @RBReich In order to build an economy, we need to have an agora, a real flesh and blood, mask free agora. As it is, money is going through the big corporations and not going to build a middle class that could stand against the very very rich.']","['RT @heyjenbartel: Please please watch this documentary series on the history of Asian Americans—understanding history is the only way we ca…'
 '@_omgigi_ https://t.co/uvdIf11sYQ\n\nI’ve tried a few different masks and like these the most so far. They had really great customer service too. I ordered the wrong size first and they sent me a whole new set in a different size for free.'
 '@zombie_jacki It isn’t interfering with daily life or anything! I think because it’s an ear piercing, the masks just aggravate it. Because when I’m mask free, things are fine!!'
 ""@faith_genX Doesn't it feel great!  I felt more free instantly.  Still wearing a mask of course but I can see the end now!""
 '@SenSanders @johncusack @RBReich In order to build an economy, we need to have an agora, a real flesh and blood, mask free agora. As it is, money is going through the big corporations and not going to build a middle class that could stand against the very very rich.']","['@SenSanders @johncusack @RBReich In order to build an economy, we need to have an agora, a real flesh and blood, mask free agora. As it is, money is going through the big corporations and not going to build a middle class that could stand against the very very rich.']","ld an economy, we need to have an agora, a real flesh and blood, mask free agora. As it is, money is going through the big corporations and not going to build a middle class that could stand against the very very rich.']",'sensanders johncusack rbreich in order to build an economy we need to have an agora a real flesh and blood mask free agora as it is money is going through the big corporations and not going to build a middle class that could stand against the very very rich']
16,"Wayne County, MI",['@johnzimmer dear John you really need to take care of your company that you found it it has gone to the shit hole lately I am a driver of almost 5 years with a 5.0 Rating and these people out in Detroit know how to get free rides and get driver suspended for no mask'],"['@johnzimmer dear John you really need to take care of your company that you found it it has gone to the shit hole lately I am a driver of almost 5 years with a 5.0 Rating and these people out in Detroit know how to get free rides and get driver suspended for no mask'
 '@AmericanAir @peacenow888 4 turbulence free flights last week...2 which were 1 1/2 long. No service at all n coach (observed from 1st) except for 2 pass thrus hawking ur credit card. Several announcements tho alerting pax 2 they’d b criminally charged &amp; banned 4 mask infraction (gate agent n CLT said 2)'
 'RT @TimRunsHisMouth: Texans who hate that the mask orders are gone are FREE TO LEAVE.'
 '@AstroKatie I STILL see people posting things like “wear the mask if you need it to protect yourself, but I’m free to make my OWN choices!”\n\nIt’s been a year, and people still don’t know the mask protects others more than yourself.'
 ""RT @proud2bTexan: I enjoyed browsing, mask-free at an amazing store. Army Surplus World is the best surplus store in Texas. Lot's of great…""]",['@johnzimmer dear John you really need to take care of your company that you found it it has gone to the shit hole lately I am a driver of almost 5 years with a 5.0 Rating and these people out in Detroit know how to get free rides and get driver suspended for no mask'],re of your company that you found it it has gone to the shit hole lately I am a driver of almost 5 years with a 5.0 Rating and these people out in Detroit know how to get free rides and get driver suspended for no mask'],'johnzimmer dear john you really need to take care of your company that you found it it has gone to the shit hole lately i am a driver of almost  years with a  rating and these people out in detroit know how to get free rides and get driver suspended for no mask']
16,"Wayne County, MI",['RT @TimRunsHisMouth: Texans who hate that the mask orders are gone are FREE TO LEAVE.'],"['@johnzimmer dear John you really need to take care of your company that you found it it has gone to the shit hole lately I am a driver of almost 5 years with a 5.0 Rating and these people out in Detroit know how to get free rides and get driver suspended for no mask'
 '@AmericanAir @peacenow888 4 turbulence free flights last week...2 which were 1 1/2 long. No service at all n coach (observed from 1st) except for 2 pass thrus hawking ur credit card. Several announcements tho alerting pax 2 they’d b criminally charged &amp; banned 4 mask infraction (gate agent n CLT said 2)'
 'RT @TimRunsHisMouth: Texans who hate that the mask orders are gone are FREE TO LEAVE.'
 '@AstroKatie I STILL see people posting things like “wear the mask if you need it to protect yourself, but I’m free to make my OWN choices!”\n\nIt’s been a year, and people still don’t know the mask protects others more than yourself.'
 ""RT @proud2bTexan: I enjoyed browsing, mask-free at an amazing store. Army Surplus World is the best surplus store in Texas. Lot's of great…""]",['RT @TimRunsHisMouth: Texans who hate that the mask orders are gone are FREE TO LEAVE.'],sk orders are gone are FREE TO LEAVE.'],'rt timrunshismouth: texans who hate that the mask orders are gone are free to leave']
16,"Wayne County, MI","['@AstroKatie I STILL see people posting things like “wear the mask if you need it to protect yourself, but I’m free to make my OWN choices!”\n\nIt’s been a year, and people still don’t know the mask protects others more than yourself.']","['@johnzimmer dear John you really need to take care of your company that you found it it has gone to the shit hole lately I am a driver of almost 5 years with a 5.0 Rating and these people out in Detroit know how to get free rides and get driver suspended for no mask'
 '@AmericanAir @peacenow888 4 turbulence free flights last week...2 which were 1 1/2 long. No service at all n coach (observed from 1st) except for 2 pass thrus hawking ur credit card. Several announcements tho alerting pax 2 they’d b criminally charged &amp; banned 4 mask infraction (gate agent n CLT said 2)'
 'RT @TimRunsHisMouth: Texans who hate that the mask orders are gone are FREE TO LEAVE.'
 '@AstroKatie I STILL see people posting things like “wear the mask if you need it to protect yourself, but I’m free to make my OWN choices!”\n\nIt’s been a year, and people still don’t know the mask protects others more than yourself.'
 ""RT @proud2bTexan: I enjoyed browsing, mask-free at an amazing store. Army Surplus World is the best surplus store in Texas. Lot's of great…""]","['@AstroKatie I STILL see people posting things like “wear the mask if you need it to protect yourself, but I’m free to make my OWN choices!”\n\nIt’s been a year, and people still don’t know the mask protects others more than yourself.']","ke “wear the mask if you need it to protect yourself, but I’m free to make my OWN choices!”\n\nIt’s been a year, and people still don’t know the mask protects others more than yourself.']",'astrokatie i still see people posting things like wear the mask if you need it to protect yourself but im free to make my own choices\n\nits been a year and people still dont know the mask protects others more than yourself']
16,"Wayne County, MI","[""RT @proud2bTexan: I enjoyed browsing, mask-free at an amazing store. Army Surplus World is the best surplus store in Texas. Lot's of great…""]","['@johnzimmer dear John you really need to take care of your company that you found it it has gone to the shit hole lately I am a driver of almost 5 years with a 5.0 Rating and these people out in Detroit know how to get free rides and get driver suspended for no mask'
 '@AmericanAir @peacenow888 4 turbulence free flights last week...2 which were 1 1/2 long. No service at all n coach (observed from 1st) except for 2 pass thrus hawking ur credit card. Several announcements tho alerting pax 2 they’d b criminally charged &amp; banned 4 mask infraction (gate agent n CLT said 2)'
 'RT @TimRunsHisMouth: Texans who hate that the mask orders are gone are FREE TO LEAVE.'
 '@AstroKatie I STILL see people posting things like “wear the mask if you need it to protect yourself, but I’m free to make my OWN choices!”\n\nIt’s been a year, and people still don’t know the mask protects others more than yourself.'
 ""RT @proud2bTexan: I enjoyed browsing, mask-free at an amazing store. Army Surplus World is the best surplus store in Texas. Lot's of great…""]","[""RT @proud2bTexan: I enjoyed browsing, mask-free at an amazing store. Army Surplus World is the best surplus store in Texas. Lot's of great…""]","at an amazing store. Army Surplus World is the best surplus store in Texas. Lot's of great…""]",rt proudbtexan: i enjoyed browsing mask-free at an amazing store army surplus world is the best surplus store in texas lot's of great]
17,Cuyahoga County OH,"['Side effects include: being an asshole, claiming your pro life when you don’t wear a mask to protect others, claiming “free speech” when you’re actually just racist, and being a trump supporter. Don’t take if you ACTUALLY care about human rights. https://t.co/wLQvHpDNl9']","['Side effects include: being an asshole, claiming your pro life when you don’t wear a mask to protect others, claiming “free speech” when you’re actually just racist, and being a trump supporter. Don’t take if you ACTUALLY care about human rights. https://t.co/wLQvHpDNl9'
 '@AmericanAir @peacenow888 4 turbulence free flights last week...2 which were 1 1/2 long. No service at all n coach (observed from 1st) except for 2 pass thrus hawking ur credit card. Several announcements tho alerting pax 2 they’d b criminally charged &amp; banned 4 mask infraction (gate agent n CLT said 2)'
 '@allen_masked Ohio should already be Open 100% and mask free.'
 ""@Yoshi4fun After a year you'd think reality would set in, all you have to do is wear a fucking mask.  The amount of energy these people put in to not wear a mask is amazing.  I think she thought once shes said she needed tampons the store would allow her to go mask free. Idiot!""
 '@adidas I bought a pair of yeezy 380’s this morning, how do I get my free face mask?']","['Side effects include: being an asshole, claiming your pro life when you don’t wear a mask to protect others, claiming “free speech” when you’re actually just racist, and being a trump supporter. Don’t take if you ACTUALLY care about human rights. https://t.co/wLQvHpDNl9']"," your pro life when you don’t wear a mask to protect others, claiming “free speech” when you’re actually just racist, and being a trump supporter. Don’t take if you ACTUALLY care about human rights. https://t.co/wLQvHpDNl9']",'side effects include: being an asshole claiming your pro life when you dont wear a mask to protect others claiming free speech when youre actually just racist and being a trump supporter dont take if you actually care about human rights 
17,Cuyahoga County OH,['@AmericanAir @peacenow888 4 turbulence free flights last week...2 which were 1 1/2 long. No service at all n coach (observed from 1st) except for 2 pass thrus hawking ur credit card. Several announcements tho alerting pax 2 they’d b criminally charged &amp; banned 4 mask infraction (gate agent n CLT said 2)'],"['Side effects include: being an asshole, claiming your pro life when you don’t wear a mask to protect others, claiming “free speech” when you’re actually just racist, and being a trump supporter. Don’t take if you ACTUALLY care about human rights. https://t.co/wLQvHpDNl9'
 '@AmericanAir @peacenow888 4 turbulence free flights last week...2 which were 1 1/2 long. No service at all n coach (observed from 1st) except for 2 pass thrus hawking ur credit card. Several announcements tho alerting pax 2 they’d b criminally charged &amp; banned 4 mask infraction (gate agent n CLT said 2)'
 '@allen_masked Ohio should already be Open 100% and mask free.'
 ""@Yoshi4fun After a year you'd think reality would set in, all you have to do is wear a fucking mask.  The amount of energy these people put in to not wear a mask is amazing.  I think she thought once shes said she needed tampons the store would allow her to go mask free. Idiot!""
 '@adidas I bought a pair of yeezy 380’s this morning, how do I get my free face mask?']",['@AmericanAir @peacenow888 4 turbulence free flights last week...2 which were 1 1/2 long. No service at all n coach (observed from 1st) except for 2 pass thrus hawking ur credit card. Several announcements tho alerting pax 2 they’d b criminally charged &amp; banned 4 mask infraction (gate agent n CLT said 2)'],hts last week...2 which were 1 1/2 long. No service at all n coach (observed from 1st) except for 2 pass thrus hawking ur credit card. Several announcements tho alerting pax 2 they’d b criminally charged &amp; banned 4 mask infraction (gate agent n CLT said 2)'],'americanair peacenow  turbulence free flights last week which were  / long no service at all n coach (observed from st) except for  pass thrus hawking ur credit card several announcements tho alerting pax  theyd b criminally charged  banned  mask infraction (gate agent n clt said )']
17,Cuyahoga County OH,['@allen_masked Ohio should already be Open 100% and mask free.'],"['Side effects include: being an asshole, claiming your pro life when you don’t wear a mask to protect others, claiming “free speech” when you’re actually just racist, and being a trump supporter. Don’t take if you ACTUALLY care about human rights. https://t.co/wLQvHpDNl9'
 '@AmericanAir @peacenow888 4 turbulence free flights last week...2 which were 1 1/2 long. No service at all n coach (observed from 1st) except for 2 pass thrus hawking ur credit card. Several announcements tho alerting pax 2 they’d b criminally charged &amp; banned 4 mask infraction (gate agent n CLT said 2)'
 '@allen_masked Ohio should already be Open 100% and mask free.'
 ""@Yoshi4fun After a year you'd think reality would set in, all you have to do is wear a fucking mask.  The amount of energy these people put in to not wear a mask is amazing.  I think she thought once shes said she needed tampons the store would allow her to go mask free. Idiot!""
 '@adidas I bought a pair of yeezy 380’s this morning, how do I get my free face mask?']",['@allen_masked Ohio should already be Open 100% and mask free.'],nd mask free.'],'allenmasked ohio should already be open  and mask free']
17,Cuyahoga County OH,"[""@Yoshi4fun After a year you'd think reality would set in, all you have to do is wear a fucking mask.  The amount of energy these people put in to not wear a mask is amazing.  I think she thought once shes said she needed tampons the store would allow her to go mask free. Idiot!""]","['Side effects include: being an asshole, claiming your pro life when you don’t wear a mask to protect others, claiming “free speech” when you’re actually just racist, and being a trump supporter. Don’t take if you ACTUALLY care about human rights. https://t.co/wLQvHpDNl9'
 '@AmericanAir @peacenow888 4 turbulence free flights last week...2 which were 1 1/2 long. No service at all n coach (observed from 1st) except for 2 pass thrus hawking ur credit card. Several announcements tho alerting pax 2 they’d b criminally charged &amp; banned 4 mask infraction (gate agent n CLT said 2)'
 '@allen_masked Ohio should already be Open 100% and mask free.'
 ""@Yoshi4fun After a year you'd think reality would set in, all you have to do is wear a fucking mask.  The amount of energy these people put in to not wear a mask is amazing.  I think she thought once shes said she needed tampons the store would allow her to go mask free. Idiot!""
 '@adidas I bought a pair of yeezy 380’s this morning, how do I get my free face mask?']","[""@Yoshi4fun After a year you'd think reality would set in, all you have to do is wear a fucking mask.  The amount of energy these people put in to not wear a mask is amazing.  I think she thought once shes said she needed tampons the store would allow her to go mask free. Idiot!""]","d set in, all you have to do is wear a fucking mask.  The amount of energy these people put in to not wear a mask is amazing.  I think she thought once shes said she needed tampons the store would allow her to go mask free. Idiot!""]",yoshifun after a year you'd think reality would set in all you have to do is wear a fucking mask  the amount of energy these people put in to not wear a mask is amazing  i think she thought once shes said she needed tampons the store would allow her to go mask free idiot]
17,Cuyahoga County OH,"['@adidas I bought a pair of yeezy 380’s this morning, how do I get my free face mask?']","['Side effects include: being an asshole, claiming your pro life when you don’t wear a mask to protect others, claiming “free speech” when you’re actually just racist, and being a trump supporter. Don’t take if you ACTUALLY care about human rights. https://t.co/wLQvHpDNl9'
 '@AmericanAir @peacenow888 4 turbulence free flights last week...2 which were 1 1/2 long. No service at all n coach (observed from 1st) except for 2 pass thrus hawking ur credit card. Several announcements tho alerting pax 2 they’d b criminally charged &amp; banned 4 mask infraction (gate agent n CLT said 2)'
 '@allen_masked Ohio should already be Open 100% and mask free.'
 ""@Yoshi4fun After a year you'd think reality would set in, all you have to do is wear a fucking mask.  The amount of energy these people put in to not wear a mask is amazing.  I think she thought once shes said she needed tampons the store would allow her to go mask free. Idiot!""
 '@adidas I bought a pair of yeezy 380’s this morning, how do I get my free face mask?']","['@adidas I bought a pair of yeezy 380’s this morning, how do I get my free face mask?']","ing, how do I get my free face mask?']",'adidas i bought a pair of yeezy s this morning how do i get my free face mask']
18,Dallas County TX,"['@coltybrah Texas is the best state in the US. Land of the free. Keep your mask mandate, Cali.']","['@coltybrah Texas is the best state in the US. Land of the free. Keep your mask mandate, Cali.'
 '@SandPatterson All you can eat, mask free buffet!'
 'Another brain swab for this girl. A week into our COVID nightmare and everyone else is still negative🙌🏻. EK is still symptom free. So grateful for 1. Being fully vaccinated and 2. @GCISD upholding the mask policy. Masks are no fun but they prevented A LOT of potential cases. https://t.co/O3mhWfReRv'
 '@kaleidopathic So kind, and your haiku and poetry is amazing.  I only started writing haiku last April as a 100 day challenge to be creative during the pandemic.  Many months, and five haiku books (read them) I don’t think I ever got better.  I hugged my grandkids yesterday mask free 🤗\n🙏🌷❣️'
 'RT @WatchChad: Remember Texans: You’re still free to wear a mask if you want to signal your medically unproven virtue.']","['@coltybrah Texas is the best state in the US. Land of the free. Keep your mask mandate, Cali.']","nd of the free. Keep your mask mandate, Cali.']",'coltybrah texas is the best state in the us land of the free keep your mask mandate cali']
18,Dallas County TX,"['@SandPatterson All you can eat, mask free buffet!']","['@coltybrah Texas is the best state in the US. Land of the free. Keep your mask mandate, Cali.'
 '@SandPatterson All you can eat, mask free buffet!'
 'Another brain swab for this girl. A week into our COVID nightmare and everyone else is still negative🙌🏻. EK is still symptom free. So grateful for 1. Being fully vaccinated and 2. @GCISD upholding the mask policy. Masks are no fun but they prevented A LOT of potential cases. https://t.co/O3mhWfReRv'
 '@kaleidopathic So kind, and your haiku and poetry is amazing.  I only started writing haiku last April as a 100 day challenge to be creative during the pandemic.  Many months, and five haiku books (read them) I don’t think I ever got better.  I hugged my grandkids yesterday mask free 🤗\n🙏🌷❣️'
 'RT @WatchChad: Remember Texans: You’re still free to wear a mask if you want to signal your medically unproven virtue.']","['@SandPatterson All you can eat, mask free buffet!']",!'],'sandpatterson all you can eat mask free buffet']
18,Dallas County TX,['Another brain swab for this girl. A week into our COVID nightmare and everyone else is still negative🙌🏻. EK is still symptom free. So grateful for 1. Being fully vaccinated and 2. @GCISD upholding the mask policy. Masks are no fun but they prevented A LOT of potential cases. https://t.co/O3mhWfReRv'],"['@coltybrah Texas is the best state in the US. Land of the free. Keep your mask mandate, Cali.'
 '@SandPatterson All you can eat, mask free buffet!'
 'Another brain swab for this girl. A week into our COVID nightmare and everyone else is still negative🙌🏻. EK is still symptom free. So grateful for 1. Being fully vaccinated and 2. @GCISD upholding the mask policy. Masks are no fun but they prevented A LOT of potential cases. https://t.co/O3mhWfReRv'
 '@kaleidopathic So kind, and your haiku and poetry is amazing.  I only started writing haiku last April as a 100 day challenge to be creative during the pandemic.  Many months, and five haiku books (read them) I don’t think I ever got better.  I hugged my grandkids yesterday mask free 🤗\n🙏🌷❣️'
 'RT @WatchChad: Remember Texans: You’re still free to wear a mask if you want to signal your medically unproven virtue.']",['Another brain swab for this girl. A week into our COVID nightmare and everyone else is still negative🙌🏻. EK is still symptom free. So grateful for 1. Being fully vaccinated and 2. @GCISD upholding the mask policy. Masks are no fun but they prevented A LOT of potential cases. https://t.co/O3mhWfReRv'],r COVID nightmare and everyone else is still negative🙌🏻. EK is still symptom free. So grateful for 1. Being fully vaccinated and 2. @GCISD upholding the mask policy. Masks are no fun but they prevented A LOT of potential cases. https://t.co/O3mhWfReRv'],'another brain swab for this girl a week into our covid nightmare and everyone else is still negative ek is still symptom free so grateful for  being fully vaccinated and  gcisd upholding the mask policy masks are no fun but they prevented a lot of potential cases 
